I have got big hands so I need huge touchscreen and keyboard.	3	9	3	9	3
I want my future computer to have plenty of storage with a high performance-cost ratio.	3	7	2	8	0
I need a computer with high performance-cost ratio.	3	1	0	7	5
I like sleek looking computer.	3	2	1	8	7
I need a fast computer.	3	6	2	9	3
I want a faster computer than my old ones.	3	5	2	9	3
A lightweight computer is what I need.	3	1	3	3	5
I have limited budget so the computer should come with a good price.	4	6	1	8	3
A fast computer with a good price is what I want.	4	6	1	8	3
I am not really a gamer but I need a computer that is fast and economical.	3	6	5	8	0
Speed is what I concerned when buying a new computer.	5	4	2	8	3
I am finding a new computer that have good specs but low price.	4	2	2	8	6
I am finding a beautiful laptop with a good screen size and a full keyboard.	3	2	1	8	7
I need a good keyboard for my typing work.	2	6	3	8	3
My grandson wants a new computer that would be great for gaming.	3	2	1	8	7
I would need enough ports for charging and for further installment.	2	7	3	8	3
I need a computer with a high-performance-cost ratio.	3	9	3	8	0
The display must be incredible on my new computer.	3	3	1	8	3
I am a teacher and I need the computer to look top notch.	3	7	3	8	3
A fast computer that is cheap and easy to use would be my ideal computer.	3	7	3	8	0
I would like to have great colour on my computer.	3	0	0	8	2
I need a computer with great build quality.	3	7	2	8	0
A fast computer is what I need.	3	1	2	8	6
I need a fast computer to do video editing.	4	7	3	8	0
I am finding a sturdy computer with a nice keyboard.	3	7	3	8	0
I need a stylish computer for my work.	2	6	3	8	3
I need a fast computer.	3	3	1	8	3
I need some recommendations for a computer that comes with a high performance-cost ratio.	3	1	2	8	6
A light and sturdy computer with a great screen is what I need.	2	7	3	3	3
I need to have the best use of money for the best computer.	4	7	3	8	0
I have done some research on my new computer and I want a really fast one.	3	9	3	8	0
A good sound output is necessary.	3	7	3	8	0
I need some recommendations for an awesome gaming laptop.	4	8	3	8	0
I focus on the design and I want a good looking computer.	3	0	0	8	2
I do virtualisation on my computer so I need a responsive laptop.	3	9	3	8	0
I need a strong upgrade from my old computer that is faster and has better screen.	3	7	3	8	3
I need a computer that powers up smoothly with a reasonable price.	3	1	0	8	2
I need a business flagship with a great price.	3	9	2	3	3
Our family computer needs a replacement and the new one should come with a right price.	3	1	1	8	6
My old computer is not working and I need a new with good size and colour.	3	0	0	8	2
I like computers with beautiful colour and large screen.	3	0	0	8	2
I am looking for a computer that play games well with a reasonable price.	3	7	3	8	0
I need to get my things to be done quickly so a fast update is necessary.	3	9	0	7	2
My old computer is not working and I need a fast and well built one.	4	6	3	8	3
I need the computer to keep cool when I am gaming.	3	7	2	8	0
I like having computers having high performance-cost ratio.	3	7	3	3	0
A computer that runs games well with a low cost is what I needed.	3	9	3	8	0
I need a light and fast computer with a high-resolution screen.	3	5	2	3	3
I would be grateful to pay as long as the computer lives up to my expectation.	3	3	1	8	3
I am new into computer gaming and I want something that runs smoothly with reasonable price.	3	6	5	8	0
I need a handy computer.	2	9	0	2	2
A good hard disk with a reasonable price is what I need.	3	9	3	9	3
I need the computer to handle games well.	3	7	2	8	0
All I need is a computer that play games well.	3	6	3	8	0
I do some light gaming and I am finding an economical computer.	3	2	1	8	7
I want a powerful computer to come with a low price.	3	8	3	8	0
I am taking a laptop that is travel-friendly and lightweight. It should also bootup fast.	2	7	3	8	3
Price is what I concern when purchasing a new computer.	3	2	1	8	7
I need a fast computer	3	0	0	8	2
I am finding a work only computer that is fast and has plenty of memory.	3	9	2	3	3
I am not into waiting so I need a computer that do fast bootup.	3	7	3	8	3
All I need is a computer with a long battery life and a great touch screen.	3	4	2	8	3
I need a powerful computer with solid speakers and good built quality.	3	7	2	8	0
I have got a lot of files so I need plenty of memory.	3	9	3	9	3
I am trying to find a new computer that is reasonably priced.	3	3	1	8	3
I want to gift a nicely priced computer to my brother-in-law.	3	2	1	8	7
I do video editing so a good video card and a fast processor are expected.	3	9	3	8	1
The computer should have great build quality and specs, but also with a good price.	3	7	2	8	0
I want to have a computer that would fit into my bag.	3	3	1	8	3
I want a computer that stay in my budget.	3	7	2	8	0
I am a student and I am finding an affordable computer that looks great.	3	0	0	8	2
I need a new computer that my video games can function well on it.	3	9	3	8	0
I want an economical and fast computer.	3	6	2	9	3
I am working to find the best price for the best computer.	3	3	1	8	3
I am buying a slim and lightweight computer for my wife.	2	7	3	8	3
A computer with high performance-cost ratio is what I need.	2	6	5	4	3
We need a perfect mobile business laptop and it should be quick, light and thin.	2	5	2	3	3
I cannot carry a heavy laptop around.	3	9	3	9	3
I have limited budget for a good computer.	2	6	3	8	3
I need a fast computer with high performance-cost ratio.	3	6	2	8	3
A nice packaging and good looking computer would be nice for me.	3	5	2	3	3
I hope the money I spent would be exchanged for a good computer.	3	2	1	8	7
I need a computer with a reasonable price.	3	9	3	8	0
The computer I want should look cool and own a nice graphic card.	3	6	5	8	0
I need a fast computer.	3	6	3	8	3
A fast computer with a responsive touchscreen is what I need.	3	6	2	9	3
I need to use my computer whenever I want so it's better to startup fast.	3	7	3	8	3
I want a fast computer.	3	7	2	8	0
I want to play games on my new computer so it should response quickly.	3	9	3	8	0
For my meetings, I need a light computer with a long battery life.	2	5	2	3	3
I need some great specs for my computer.	3	8	3	8	0
I am sensitive to sound so I want the best sound quality on my computer.	3	6	3	8	0
I hope my money is well spent on a high quality computer.	3	2	1	8	7
The only thing I require on my computer is great specs with decent price.	3	9	3	8	1
I want the computer to provide great performance with games and stay cool while playing.	3	7	2	8	0
I want an amazing touch pad for my computer.	3	9	3	8	0
The computer should have a light but large enough screen accomplished with speed.	3	7	2	8	4
Speed is what I consider when purchasing a new computer.	2	6	5	4	3
I need a really fast computer.	3	9	3	8	0
I am new to laptop so there should be easy installation and loading.	3	3	1	8	3
I need a eye-catching display and a satisfying backlit keyboard for the computer.	3	7	2	8	4
The computer I am buying must be fast.	3	9	3	9	3
I would need to have enough RAM to store all my files.	3	2	1	8	7
I am an average user and I need a computer that comes with good speed.	3	9	3	9	3
I don't enjoy waiting so I need a computer that startup and shutdown fast.	3	9	2	3	3
I like computers with sleek design.	3	1	0	8	2
I am finding a fast computer with an awesome screen.	3	0	0	8	2
I use CAD programmes so I am finding a computer that run those programmes well.	3	2	1	8	7
I need the screen to be nice and big while maintaining a light weight.	3	7	2	8	4
The bootup should be fast on my computer.	3	7	3	8	0
I'm an IT student and I need a computer that looks cool.	3	7	3	8	0
I expect to see some good pictures on the screen.	4	6	4	8	3
I need a computer with solid build quality and a reasonable price.	3	7	2	8	0
I need a fast computer.	3	7	2	8	4
I need the computer not to look gaudy, but to play games well.	3	7	2	8	0
A nice fingerprint scanner should be included in my new computer.	2	7	3	8	3
I am replacing an old computer and the new one should come with great price.	4	2	1	8	6
I want to find the best computer with my limited budget.	4	7	3	8	0
I am looking for the best computer with the best price.	2	6	3	8	3
We are finding a new computer with a reasonable price.	4	4	2	9	3
Some right specs should be installed in the new computer.	3	7	5	8	0
I want the computer to come with a high performance-cost ratio.	3	7	3	3	0
I want to try something new that come with a cool touchscreen and sturdy hinges.	2	9	0	2	2
I hope the price fit with its performance.	3	7	2	8	0
I want the new computer to come with a cool touch screen.	3	4	2	8	3
I am taking the computer around so I need it to be sleek and lightweight.	3	9	3	9	3
I want a fast and light computer.	3	7	2	8	4
I want to have a new computer that is easy to setup and produce good sound.	3	9	0	7	2
I treasure every hour of work so I need a fast computer.	2	7	3	8	3
The computer I will be using should have a high performance-cost ratio.	3	7	2	8	0
I need the look of the computer to be sleek.	3	1	0	7	5
I major in Computer Science and I am finding myself a quick computer.	2	6	5	4	3
I need a computer that coordinate well with my iPhone.	3	9	3	9	3
I wish the computer would perform greatly in images. Also, it should be light.	3	1	0	8	2
A computer with marvelous screen and good price is what I need right now.	3	7	3	8	3
I need big keys for my big fingers.	3	0	0	8	2
A thin and light computer is preferable.	3	5	2	3	3
I need a light computer that is perfect for my business.	3	7	3	8	3
I need a lightweight and cool looking computer for work.	3	7	3	8	3
I want a computer with high performance-cost ratio.	3	7	2	8	0
I write programmes so I need a computer that is perfect for programming.	3	1	0	7	5
My dream computer is a powerful laptop.	3	7	2	8	0
I need a good laptop with reasonable price.	3	9	3	8	0
Price is what I look into when purchasing a new computer.	3	2	1	8	7
I want the computer to be light enough for me to carry it around.	3	7	2	8	4
I need a new computer for work so everything should be fast including the bootup.	3	1	3	3	5
A good touch screen should be installed on my new computer.	5	4	2	8	3
I want a computer that runs fast.	3	7	2	8	0
I need a computer to replace my old computer that should be fast and quiet.	2	6	5	4	3
I don't do gaming so I just need a nice, clear touchscreen.	3	6	2	9	3
My girlfriend needs a computer that has a good design and a high performance-cost ratio.	2	6	3	8	3
I need to have a decent computer with a decent price.	3	7	3	3	0
I hope my money is well spent on a powerful computer.	3	0	0	8	2
I need a light and fast computer.	2	5	2	3	3
I don't play many games but I still hope the computer would play games well.	3	9	3	8	0
I need a big screen for my computer to make it easy to work.	3	7	2	8	0
I am finding myself a fast computer.	3	4	3	2	3
I need a new computer that has a high performance-cost ratio.	3	1	1	8	6
I would have the tablet for office use so it should be easy to use.	2	9	0	2	2
I need a fast computer with a low budget.	3	9	3	8	0
I think the design of a computer do pay attribute.	3	0	0	8	2
I need a new computer to support my work that is solidly built with low cost.	3	7	3	8	0
I am getting a new computer with impressing specs to play games well.	4	6	3	8	3
I want to gift myself a light and portable computer.	2	6	5	4	3
I am finding a new computer with amazing boosted frequency and useful amount of RAM.	3	5	4	9	3
An adequate screen should be installed on the computer.	4	2	1	8	6
I need a good gaming laptop.	3	7	2	8	0
I need a good recommendation on a easy-to-set-up computer with not much bloatware.	3	9	3	9	3
I need a great computer for work that comes with a high performance-cost ratio.	3	7	3	8	3
I need a fast computer.	2	2	3	3	6
I am finding a new computer with nice price and good speed.	3	1	2	8	6
My budget is limited and I need a computer with a great price.	4	6	3	8	3
Computer is my business and I am finding myself a computer with high performance-cost ratio.	3	9	3	9	3
My old computer is too slow and heavy so I need a new one.	3	7	3	8	3
I am finding the best computer with the best price.	3	7	3	8	0
I have tried multiple brands and this time I am finding myself a portable computer.	2	6	5	4	3
I need a computer that comes with a slim profile DVD burner.	4	6	1	8	3
I want a computer with nice performance-cost ratio.	3	7	2	8	0
A reasonable price is what I consider when buying a new computer.	3	7	2	8	0
I need a state-of-the-art laptop that comes with a low price.	3	4	2	8	3
I am looking for a computer that will fit my budget.	3	7	3	8	0
I want some good-looking computer with good price.	3	3	1	8	3
Speed is what I look into when purchasing a new computer.	4	2	1	8	6
I have to change my computer and I want a faster one with a good display.	4	7	3	8	0
My brother needs a fast computer as his Christmas present.	4	6	1	8	3
I would be willing to pay an affordable price for a computer with amazing sound.	2	6	5	4	3
I am on budget gaming but I need a computer that turns on quickly.	3	2	1	8	7
I need a new computer for myself that is solidly built and has lots of features.	3	7	3	8	0
I am finding a new computer that has a high performance-cost ratio.	4	3	2	8	2
I need a solid hard drive to run everything smoothly.	3	5	2	3	3
I used to use PCs but now I want a laptop with good hardware.	3	7	3	8	0
I don't require much for my new computer but speed is important.	3	9	3	8	0
I like things that are good looking, my new computer should not be left out.	3	1	0	8	2
I am looking for a new computer that is lightweight and good looking.	3	7	3	8	3
I do multitasking so I need a good system to come with the laptop.	3	9	3	8	0
Price is what I consider when buying a new computer.	3	3	1	8	3
It would be enjoyable to have a computer that is speedy with an amazing sound system.	3	2	1	8	7
I need a engineering work station so the computer should be fast.	3	9	3	8	0
I am finding a fast computer.	3	1	0	8	2
I need a replacement computer that would run mush faster.	3	7	3	8	3
I look into graphics so I need a computer that can handle heavy graphics.	3	9	3	8	0
I do video editing so the computer should work great with that.	3	6	3	8	0
I want to find a computer that can navigate fast and easily.	3	1	3	3	5
A well-priced computer would be perfect for me.	4	8	3	8	0
I need the computer to be light enough that I can carry it around.	2	7	3	3	3
I need a gift that is fast and economical.	3	9	0	7	2
I need a computer with a nice and sleek look and large space for my programmes.	3	7	2	8	4
I care about gaming experience so I want a computer that play games with no problem.	3	5	4	9	3
I don't mind spending more money for a good computer.	3	5	4	9	3
I am looking for recommendation on a fast computer with fantastic price.	3	7	3	8	3
I like computer with nice colour.	3	0	0	8	2
I am finding a nice computer that would fit my budget.	3	6	2	8	3
Out of all the features, colour is the aspect that I pay most attention on.	3	0	0	8	2
I want to spend as less as possible on my new laptop.	3	9	3	8	0
I am finding myself a new computer that is fast and solidly built.	3	9	3	9	3
I am finding a new computer that runs fast and includes good viewing angles.	3	9	3	9	3
My old computer is too slow so I need a faster and lighter one.	2	6	5	4	3
The screen and touch pad should be great for my computer.	3	7	2	8	4
I want to have a new computer that comes with the highest performance-cost ratio.	4	6	3	8	3
I need a fast computer.	2	6	5	4	3
The computer should have a high performance-cost ratio.	3	6	3	8	3
My friend askes me to buy her a lightweight computer.	3	4	2	8	3
I am finding a new computer that would startup quickly.	3	6	2	3	3
What I need for school is a fast computer.	3	7	3	8	3
Illuminated keyboard seems cool to me.	3	6	2	8	3
I need a new computer that is light and thin with the greatest screen size.	2	7	3	8	3
I need a new computer that is fast and well priced.	3	5	2	9	3
I need a computer with cool extra hard drive that is fast and clear.	3	7	2	8	4
I don't have much money so I would need a computer with reasonable price.	3	6	3	8	3
I will need a functional computer.	3	1	0	7	5
I play a number of games so I want the computer to run games well.	3	9	3	8	0
I need an inexpensive device for school.	3	0	0	8	2
I want a fast computer with a nice fingerprint scanner to accelerate.	3	7	2	8	4
My dream computer would the one with marvellous design, pleasing audio system and amazing specs.	3	7	3	8	0
I am not having a huge budget and so I need a computer with amazing price.	3	9	3	8	1
I need a computer with excellent expandability.	3	7	3	3	0
I need a computer with a reasonable price.	3	9	3	8	0
I need a slim computer with high screen resolution but come with a reasonable price.	3	2	1	8	7
I like gaming so I need a laptop that run games well.	3	9	3	8	0
My boyfriend needs a new laptop that comes with good screen size and touch screen capability.	3	9	3	9	3
I am looking for a computer that will boot fast and play games with ease.	3	9	3	8	0
I need a fast laptop with good configuration.	3	7	2	8	4
I enjoy surfing the internet with no cords needed in a good price.	4	6	3	8	3
I need a fast computer.	3	7	2	8	4
I need a computer with great screen.	3	7	2	8	4
I want my future computer to have a high performance-cost ratio.	3	7	2	8	0
I need a quick and responsive computer.	3	7	2	8	4
I am finding the best computer that worth my money.	3	0	0	8	2
My old computer needs replacement and I am finding a thin one with awesome design.	3	7	5	8	0
I hope it would be easy to setup right out of the box.	3	9	3	9	3
I want a computer that is lightweight and fast.	5	4	2	8	3
A fast computer with a high performance-cost ratio is what I need.	3	9	3	8	1
I need a sturdy computer with a beautiful screen and above-average sound quality.	3	7	2	8	0
A fast computer with a reasonable price is what I need.	3	7	3	8	0
I need a recommendation of a handy and light computer for my sister.	3	4	2	8	3
My old computer is too slow so I need a new one.	3	7	3	3	0
My wife asks me to buy her an economical yet powerful computer.	3	0	0	8	2
I need a computer with great performance and cost.	0	9	0	2	4
I want something sleek to play my games well.	3	6	3	3	0
I want the computer to run fast while I am at school.	3	0	0	8	2
I need a good video card to go with my computer.	3	7	2	8	0
My family and I need a fast computer with a high performance-cost ratio.	3	4	2	8	3
I need a computer with good processor.	2	6	3	8	3
My old computer just died and I need one that startup smoothly.	3	6	2	9	3
I hope there is not much trial software on the computer.	3	1	0	7	5
I hope my money is well paid for a high performance computer.	3	1	0	8	2
I need a computer that comes with low price and high specs.	2	6	5	4	3
A fast computer with a great screen resolution is what I need.	3	1	0	7	5
I want to computer to have a low price.	3	1	0	7	5
Weight is important to me when purchasing a laptop.	2	7	3	8	3
A fast computer would be preferrable.	3	3	1	8	3
I hope I can afford a fast computer.	3	9	2	3	3
I need a computer that comes with a high performance-cost ratio.	3	2	1	8	7
